hotel_id,hotel_name,location,star_rating,user_rating,number_of_reviews,price_per_night,is_luxury,has_wifi,has_breakfast_included,has_free_ca        ncellation,distance_from_city_center,room_availability,booking_count_last_month,cancellation_rate,amenities_score,total_bookings
H15582,Hotel Everest,Durbar Marg,2,7.7,770,3614,FALSE,TRUE,FALSE,TRUE,7.77,2,160,0.49,2,7680
H15583,Hotel Royal,Sankhamul,5,7.6,1328,16053,FALSE,TRUE,TRUE,TRUE,11.91,34,317,0.36,3,13948
H15584,Hotel Kathmandu,Durbar Marg,3,7.8,779,24254,FALSE,TRUE,TRUE,TRUE,6.26,44,317,0.19,3,7608
H15585,Hotel Kathmandu,Boudha,2,6.7,1370,18928,FALSE,FALSE,TRUE,FALSE,10.46,11,547,0.46,1,25162
H15586,Hotel Heritage,Lazimpat,5,5,10,6225,FALSE,TRUE,TRUE,TRUE,6.06,26,221,0.12,3,5525
H15587,Hotel Kathmandu,Baluwatar,4,5.2,118,13093,FALSE,TRUE,TRUE,TRUE,0.67,16,162,0.24,3,9234
H15588,Hotel Annapurna,Kirtipur,1,8.2,937,15702,FALSE,TRUE,TRUE,TRUE,11.22,18,506,0.04,3,7084
H15589,Hotel Himalaya,Jamal,2,7.5,1158,13689,FALSE,TRUE,FALSE,FALSE,1.43,9,589,0.32,1,28861
H15590,Hotel Annapurna,Kirtipur,1,8.9,1097,8986,TRUE,TRUE,TRUE,TRUE,8.48,42,418,0.28,3,10450
H15591,Hotel Sagarmatha,Koteshwor,4,6.4,215,22266,FALSE,TRUE,TRUE,TRUE,2.93,25,557,0.26,3,32306
H15592,Hotel Everest,Gongabu,3,8.9,1448,15660,FALSE,TRUE,FALSE,TRUE,10.82,7,164,0.11,2,2132
H15593,Hotel Boutique,Baneshwor,3,7,1987,13660,FALSE,TRUE,TRUE,TRUE,2.49,51,52,0.25,3,936
H15594,Hotel Kathmandu,Sankhamul,5,5.5,859,21817,FALSE,TRUE,TRUE,TRUE,1.77,38,487,0.23,3,10714
H15595,Hotel Everest,Gongabu,2,9.7,1277,8034,FALSE,TRUE,TRUE,TRUE,5.32,1,453,0.02,3,14496
H15596,Hotel Heritage,Baneshwor,2,7.5,599,10637,TRUE,TRUE,TRUE,TRUE,6.01,11,409,0.09,3,5317
H15597,Hotel Heritage,Chabahil,5,8,632,14580,FALSE,TRUE,TRUE,TRUE,9.85,38,424,0.45,3,13992
H15598,Hotel Heritage,Teku,1,8.2,1687,11160,FALSE,TRUE,TRUE,TRUE,9.17,53,395,0.4,3,22120
H15599,Hotel Valley,Chabahil,3,6.7,1249,18480,FALSE,TRUE,TRUE,TRUE,4.01,55,516,0.07,3,30444
H15600,Hotel Everest,Jamal,3,8.6,974,2204,FALSE,TRUE,TRUE,FALSE,4.68,39,160,0.49,2,6080
H15601,Hotel Boutique,Sankhamul,2,9.2,1561,11112,FALSE,TRUE,TRUE,TRUE,6.96,30,272,0.24,3,10880
H15602,Hotel Heritage,Boudha,2,6.9,974,24703,FALSE,TRUE,TRUE,TRUE,6.66,28,332,0.38,3,6640
H15603,Hotel Sagarmatha,Chabahil,5,8.2,1599,4583,TRUE,TRUE,TRUE,TRUE,10.36,7,192,0.28,3,2112
H15604,Hotel Sagarmatha,Gongabu,4,8.6,662,17256,FALSE,TRUE,TRUE,TRUE,5.72,14,558,0.38,3,22320
H15605,Hotel Boutique,Durbar Marg,1,5.9,1413,12331,FALSE,TRUE,FALSE,FALSE,10.73,25,371,0.33,1,8162
H15606,Hotel Heritage,Chabahil,4,6.6,1881,8539,FALSE,TRUE,TRUE,TRUE,2.54,47,443,0.04,3,17720
H15607,Hotel Heritage,Gongabu,4,5.5,88,12611,FALSE,TRUE,TRUE,TRUE,10.42,35,424,0.46,3,13992
H15608,Hotel Royal,Sankhamul,2,7.9,424,24524,FALSE,TRUE,FALSE,TRUE,3.72,40,434,0.39,2,8680
H15609,Hotel Heritage,Teku,2,8.8,1486,3038,FALSE,TRUE,FALSE,TRUE,9.49,55,98,0.12,2,5488
H15610,Hotel Himalaya,Durbar Marg,2,7.9,1182,23310,FALSE,FALSE,TRUE,TRUE,6.83,3,506,0.12,2,10626
H15611,Hotel Boutique,Kirtipur,4,5.9,648,9223,FALSE,TRUE,TRUE,TRUE,10.52,49,295,0.35,3,6785
H15612,Hotel Boutique,Kirtipur,1,7.6,1703,11160,FALSE,TRUE,TRUE,TRUE,2.85,32,98,0.35,3,3234
H15613,Hotel Everest,Kirtipur,2,9,800,20358,TRUE,TRUE,TRUE,TRUE,8.45,11,530,0.05,3,27030
H15614,Hotel Sagarmatha,Baneshwor,3,6.5,1071,12522,FALSE,TRUE,TRUE,TRUE,10.2,49,425,0.45,3,18700
H15615,Hotel Valley,Teku,1,9,1190,4568,FALSE,TRUE,TRUE,TRUE,9.34,52,224,0.38,3,3584
H15616,Hotel Kathmandu,Kalanki,3,8.8,342,12314,FALSE,TRUE,TRUE,FALSE,6.84,10,556,0.49,2,15012
H15617,Hotel Boutique,Gongabu,1,5.1,297,9298,FALSE,TRUE,FALSE,TRUE,8.14,29,440,0.22,2,15840
H15618,Hotel Valley,Gongabu,2,6.1,1145,21177,FALSE,TRUE,TRUE,TRUE,2.44,52,45,0.05,3,1575
H15619,Hotel Sagarmatha,Kalanki,5,7.6,1735,1201,FALSE,TRUE,TRUE,TRUE,2.68,44,137,0.45,3,3288
H15620,Hotel Everest,Swayambhu,2,8.4,1651,8956,TRUE,TRUE,TRUE,TRUE,3.28,25,281,0.41,3,12364
H15621,Hotel Annapurna,Baluwatar,4,9.2,1124,8385,FALSE,TRUE,TRUE,TRUE,9.95,49,443,0.01,3,12404
H15622,Hotel Annapurna,Baneshwor,4,8.1,1899,7007,FALSE,TRUE,TRUE,TRUE,2.09,29,437,0.27,3,6555
H15623,Hotel Everest,Swayambhu,1,6.8,1846,2794,FALSE,TRUE,TRUE,TRUE,3.66,35,321,0.01,3,16692
H15624,Hotel Durbar,Gongabu,4,5.9,1082,2408,TRUE,TRUE,TRUE,TRUE,11.05,55,138,0.18,3,6486
H15625,Hotel Everest,Teku,2,8.6,170,1916,FALSE,TRUE,TRUE,TRUE,9.09,32,183,0.44,3,9333
H15626,Hotel Annapurna,Maharajgunj,3,6,1549,21815,TRUE,TRUE,TRUE,TRUE,8.82,44,66,0.34,3,2442
H15627,Hotel Everest,Kirtipur,2,8.3,1435,8778,FALSE,TRUE,TRUE,TRUE,5.52,30,284,0.43,3,15904
H15628,Hotel Boutique,Kirtipur,1,5.9,1743,10876,TRUE,TRUE,TRUE,TRUE,8.46,1,568,0.28,3,7384
H15629,Hotel Boutique,Maharajgunj,4,5.4,329,15440,FALSE,TRUE,TRUE,TRUE,6.83,14,395,0.39,3,17775
H15630,Hotel Kathmandu,Swayambhu,3,6.2,933,7346,FALSE,TRUE,TRUE,TRUE,0.95,1,222,0.25,3,11100
H15631,Hotel Durbar,Boudha,5,6.4,373,16869,FALSE,TRUE,FALSE,TRUE,6.96,52,537,0.26,2,12888
H15632,Hotel Himalaya,Baneshwor,3,8.1,1922,4166,FALSE,TRUE,TRUE,TRUE,5.48,11,64,0.3,3,896
H15633,Hotel Everest,Swayambhu,3,5.8,1475,8344,FALSE,TRUE,TRUE,TRUE,1.46,17,214,0.08,3,3852
H15634,Hotel Himalaya,Baluwatar,2,9.5,484,17448,FALSE,TRUE,TRUE,TRUE,4.2,7,153,0.33,3,5049
H15635,Hotel Royal,Sankhamul,5,7.7,1032,22032,TRUE,TRUE,TRUE,TRUE,10.75,2,184,0.43,3,3496
H15636,Hotel Annapurna,Sankhamul,1,7.4,775,21703,FALSE,TRUE,TRUE,TRUE,9.66,34,138,0.09,3,5934
H15637,Hotel Annapurna,Gongabu,1,7.1,611,4650,TRUE,TRUE,TRUE,FALSE,10.98,55,407,0.19,2,19129
H15638,Hotel Kathmandu,Swayambhu,3,7.7,321,15715,TRUE,TRUE,TRUE,TRUE,8.63,32,151,0.46,3,2869
H15639,Hotel Boutique,Koteshwor,3,5.1,1565,7398,FALSE,TRUE,TRUE,TRUE,7.63,30,468,0.16,3,18252
H15640,Hotel Boutique,Teku,4,9.8,598,3015,FALSE,TRUE,TRUE,TRUE,1.76,3,285,0.44,3,15960
H15641,Hotel Boutique,Bhaktapur,5,7.7,1253,16940,TRUE,TRUE,FALSE,TRUE,1.38,22,592,0.32,2,34336
H15642,Hotel Valley,Patan,3,5.2,1707,5024,FALSE,TRUE,TRUE,TRUE,3.04,36,160,0.42,3,9120
H15643,Hotel Annapurna,Baneshwor,4,7.8,1530,23698,FALSE,TRUE,TRUE,TRUE,3.84,44,70,0.08,3,1820
H15644,Hotel Heritage,Kalanki,5,7.1,352,9804,FALSE,TRUE,FALSE,TRUE,7.32,44,426,0.4,2,25134
H15645,Hotel Boutique,Swayambhu,1,5.1,915,9843,FALSE,TRUE,TRUE,TRUE,10.54,34,37,0.02,3,407
H15646,Hotel Durbar,Gongabu,4,9.4,1660,14005,TRUE,TRUE,TRUE,TRUE,10.7,39,255,0.2,3,14025
H15647,Hotel Everest,Bhaktapur,5,5.1,1127,2387,FALSE,TRUE,TRUE,TRUE,8.22,52,386,0.15,3,13124
H15648,Hotel Himalaya,Chabahil,4,7.8,1951,22563,TRUE,TRUE,TRUE,TRUE,6.93,37,305,0.32,3,12505
H15649,Hotel Kathmandu,Baluwatar,3,9.6,1166,23982,TRUE,TRUE,TRUE,TRUE,3.01,0,191,0.38,3,7640
H15650,Hotel Durbar,Kalanki,2,6.1,1534,23863,FALSE,TRUE,TRUE,FALSE,11.26,2,196,0.18,2,2548
H15651,Hotel Durbar,Jamal,1,6.2,181,5763,FALSE,TRUE,TRUE,TRUE,8.09,9,252,0.42,3,14364
H15652,Hotel Royal,Chabahil,3,5,635,21493,FALSE,TRUE,TRUE,TRUE,6.45,51,92,0.28,3,1380
H15653,Hotel Himalaya,Kirtipur,3,5.3,1042,6535,FALSE,TRUE,TRUE,TRUE,1.34,29,88,0.38,3,5104
H15654,Hotel Royal,Koteshwor,5,5.2,1844,13020,FALSE,TRUE,TRUE,TRUE,9.93,57,367,0.37,3,17249
H15655,Hotel Valley,Sankhamul,4,8.9,1805,4128,FALSE,TRUE,FALSE,TRUE,4.25,57,425,0.08,2,16575
H15656,Hotel Himalaya,Gongabu,1,9,691,22250,FALSE,TRUE,FALSE,TRUE,10.82,27,117,0.37,2,6552
H15657,Hotel Kathmandu,Boudha,3,8.5,1354,6085,TRUE,TRUE,TRUE,TRUE,2.1,15,140,0.41,3,5880
H15658,Hotel Heritage,Kirtipur,5,6.7,1131,12297,FALSE,TRUE,FALSE,TRUE,0.68,3,242,0.03,2,10406
H15659,Hotel Annapurna,Durbar Marg,1,8.9,1202,17921,FALSE,TRUE,FALSE,FALSE,5.27,52,547,0.09,1,9846
H15660,Hotel Himalaya,Kirtipur,4,7.6,1993,22415,FALSE,TRUE,TRUE,FALSE,1.03,47,161,0.27,2,2093
H15661,Hotel Kathmandu,Patan,3,6.5,320,17257,FALSE,TRUE,FALSE,FALSE,0.84,44,22,0.04,1,726
H15662,Hotel Durbar,Jamal,3,7.1,1763,6998,FALSE,TRUE,TRUE,TRUE,8.59,56,24,0.19,3,576
H15663,Hotel Valley,Sankhamul,3,5.3,923,15023,TRUE,TRUE,TRUE,TRUE,3.16,3,588,0.42,3,24696
H15664,Hotel Royal,Jamal,1,9.5,1945,12369,FALSE,TRUE,TRUE,TRUE,7.7,22,119,0.06,3,3451
H15665,Hotel Valley,Thamel,1,8,1376,11514,TRUE,TRUE,TRUE,TRUE,6.89,39,562,0.08,3,13488
H15666,Hotel Sagarmatha,Durbar Marg,1,8.5,439,19421,FALSE,TRUE,TRUE,TRUE,1.77,59,376,0.07,3,18424
H15667,Hotel Sagarmatha,Swayambhu,1,8.2,1965,10154,FALSE,TRUE,TRUE,TRUE,4.69,22,46,0.28,3,1334
H15668,Hotel Boutique,Kirtipur,5,8.2,867,2243,FALSE,TRUE,TRUE,TRUE,0.89,49,491,0.16,3,11784
H15669,Hotel Everest,Chabahil,2,5.1,1995,24501,TRUE,TRUE,TRUE,FALSE,5.12,14,431,0.41,2,10344
H15670,Hotel Himalaya,Koteshwor,5,7.5,1589,11061,FALSE,TRUE,FALSE,TRUE,2.27,12,391,0.3,2,5865
H15671,Hotel Boutique,Sankhamul,3,8.9,1533,20514,FALSE,TRUE,TRUE,TRUE,1.25,0,409,0.34,3,16769
H15672,Hotel Valley,Kirtipur,5,5.2,1806,22863,FALSE,TRUE,TRUE,TRUE,3.87,36,457,0.16,3,11425
H15673,Hotel Himalaya,Teku,4,9.6,294,2653,TRUE,TRUE,TRUE,TRUE,0.14,23,69,0.25,3,690
H15674,Hotel Heritage,Maharajgunj,1,7,1671,8974,FALSE,TRUE,TRUE,TRUE,9.12,43,466,0.19,3,11650
H15675,Hotel Boutique,Swayambhu,4,6.4,1293,10491,FALSE,TRUE,TRUE,TRUE,1.98,0,502,0.25,3,22590
H15676,Hotel Kathmandu,Kirtipur,4,7.6,504,3304,FALSE,TRUE,TRUE,TRUE,7.55,44,328,0.35,3,5904
H15677,Hotel Royal,Lazimpat,3,8.8,364,24304,FALSE,TRUE,TRUE,TRUE,10.01,49,535,0.23,3,13910
H15678,Hotel Boutique,Maharajgunj,1,7.3,223,12498,FALSE,TRUE,TRUE,TRUE,11.02,44,152,0.04,3,7144
H15679,Hotel Durbar,Chabahil,4,8.1,826,13338,TRUE,TRUE,TRUE,TRUE,6.74,12,116,0.19,3,4640
H15680,Hotel Kathmandu,Patan,3,7.4,209,4814,FALSE,TRUE,TRUE,FALSE,9.48,56,576,0.45,2,30528
H15681,Hotel Valley,Chabahil,1,8,1269,13509,FALSE,TRUE,TRUE,TRUE,5.51,37,397,0.41,3,19453
H15682,Hotel Boutique,Maharajgunj,2,5.7,862,6038,TRUE,TRUE,TRUE,TRUE,5.93,16,491,0.42,3,9329
H15683,Hotel Boutique,Jamal,3,5.2,145,17025,TRUE,TRUE,TRUE,TRUE,6.61,55,422,0.1,3,21100
H15684,Hotel Durbar,Gongabu,5,5.7,1923,14365,FALSE,TRUE,TRUE,TRUE,8.07,50,174,0.05,3,2958
H15685,Hotel Annapurna,Patan,1,6.4,957,4781,TRUE,TRUE,TRUE,TRUE,8.07,29,273,0.41,3,15834
H15686,Hotel Boutique,Boudha,4,6.2,637,2958,FALSE,TRUE,FALSE,TRUE,9.45,19,349,0.34,2,12564
H15687,Hotel Boutique,Bhaktapur,4,8,1998,18680,FALSE,TRUE,TRUE,TRUE,7.44,41,274,0.26,3,10686
H15688,Hotel Heritage,Patan,5,7.2,926,7341,TRUE,TRUE,TRUE,TRUE,10.6,4,9,0.35,3,243
H15689,Hotel Valley,Baluwatar,5,5.2,1700,23107,FALSE,TRUE,TRUE,TRUE,8.54,40,493,0.47,3,14790
H15690,Hotel Heritage,Lazimpat,4,5.2,1455,10224,FALSE,TRUE,TRUE,TRUE,11.15,4,254,0.07,3,4318
H15691,Hotel Heritage,Lazimpat,1,5.4,1934,6082,TRUE,TRUE,TRUE,TRUE,9.03,53,229,0.09,3,5954
H15692,Hotel Annapurna,Durbar Marg,3,6.7,1374,21706,TRUE,TRUE,TRUE,TRUE,8.89,45,80,0.3,3,4080
H15693,Hotel Boutique,Kirtipur,5,5,1862,8301,FALSE,TRUE,TRUE,TRUE,10.34,54,188,0.36,3,4700
H15694,Hotel Sagarmatha,Patan,5,7.4,1937,15275,FALSE,TRUE,FALSE,TRUE,7.9,36,10,0.33,2,480
H15695,Hotel Kathmandu,Sankhamul,5,6.7,351,16375,FALSE,TRUE,TRUE,TRUE,2.24,15,325,0.13,3,12350
H15696,Hotel Sagarmatha,Sankhamul,2,7.7,1563,20612,TRUE,TRUE,FALSE,TRUE,1.09,20,495,0.31,2,17325
H15697,Hotel Everest,Kirtipur,1,8.5,397,23952,FALSE,TRUE,TRUE,TRUE,3.86,33,17,0.28,3,391
H15698,Hotel Himalaya,Boudha,1,6.2,13,18859,FALSE,TRUE,TRUE,TRUE,9.79,45,575,0.02,3,24150
H15699,Hotel Everest,Patan,1,5.8,686,3407,FALSE,TRUE,TRUE,TRUE,0.36,49,317,0.31,3,15216
H15700,Hotel Heritage,Maharajgunj,1,6.3,1672,24927,TRUE,TRUE,FALSE,TRUE,1.89,5,306,0.23,2,9486
H15701,Hotel Himalaya,Swayambhu,1,5,408,18319,TRUE,FALSE,TRUE,TRUE,1.36,41,118,0.43,2,1534
H15702,Hotel Sagarmatha,Lazimpat,4,5.6,1455,14245,FALSE,TRUE,TRUE,TRUE,0.54,5,313,0.33,3,10642
H15703,Hotel Boutique,Lazimpat,5,8.6,420,12159,TRUE,TRUE,FALSE,TRUE,9.74,9,171,0.28,2,7011
H15704,Hotel Royal,Thamel,4,6.1,222,6415,TRUE,TRUE,TRUE,TRUE,3.43,30,24,0.45,3,960
H15705,Hotel Royal,Patan,2,9.8,569,3245,FALSE,TRUE,TRUE,TRUE,8.77,5,408,0.34,3,15912
H15706,Hotel Everest,Gongabu,3,5.8,567,23073,FALSE,TRUE,TRUE,TRUE,1.79,2,102,0.13,3,2958
H15707,Hotel Durbar,Kirtipur,5,8.8,567,21721,FALSE,TRUE,TRUE,TRUE,4.97,56,146,0.24,3,6278
H15708,Hotel Durbar,Baneshwor,2,8.4,1081,7572,FALSE,TRUE,TRUE,TRUE,1.49,43,275,0.34,3,3575
H15709,Hotel Valley,Maharajgunj,4,6.5,1220,4950,FALSE,TRUE,TRUE,TRUE,0.13,54,406,0.41,3,18270
H15710,Hotel Sagarmatha,Kalanki,3,6.6,511,20042,FALSE,TRUE,FALSE,TRUE,7.4,51,286,0.15,2,5148
H15711,Hotel Everest,Kalanki,2,7.7,1665,23533,FALSE,FALSE,TRUE,TRUE,5.82,24,343,0.37,2,16464
H15712,Hotel Sagarmatha,Kalanki,3,9.1,653,11006,FALSE,TRUE,TRUE,TRUE,5.06,19,260,0.34,3,10660
H15713,Hotel Kathmandu,Kirtipur,2,6.9,540,8485,FALSE,TRUE,TRUE,TRUE,1.04,34,452,0.08,3,16272
H15714,Hotel Kathmandu,Sankhamul,4,5.3,962,20667,FALSE,TRUE,TRUE,TRUE,7.1,0,200,0.08,3,2800
H15715,Hotel Himalaya,Baluwatar,3,6.8,796,18680,FALSE,TRUE,FALSE,FALSE,9.38,51,110,0.26,1,4510
H15716,Hotel Kathmandu,Kalanki,2,6,484,2647,TRUE,TRUE,TRUE,FALSE,0.9,30,479,0.21,2,17723
H15717,Hotel Kathmandu,Boudha,4,9.5,1777,16045,FALSE,TRUE,TRUE,TRUE,5.02,13,571,0.08,3,30263
H15718,Hotel Valley,Thamel,5,8.3,51,20836,FALSE,TRUE,TRUE,TRUE,3.81,2,373,0.05,3,10817
H15719,Hotel Valley,Sankhamul,4,5.2,613,10356,FALSE,TRUE,TRUE,FALSE,10.71,59,304,0.45,2,16720
H15720,Hotel Durbar,Gongabu,4,6.4,1294,9092,FALSE,TRUE,FALSE,TRUE,3.23,15,387,0.1,2,22446
H15721,Hotel Everest,Kalanki,5,5.2,57,23013,FALSE,TRUE,TRUE,TRUE,11.34,13,144,0.19,3,6480
H15722,Hotel Himalaya,Bhaktapur,4,9,1954,4244,TRUE,TRUE,TRUE,TRUE,9.96,2,390,0.24,3,12090
H15723,Hotel Durbar,Jamal,5,9.4,1996,24571,FALSE,TRUE,TRUE,TRUE,1.29,5,259,0.05,3,11655
H15724,Hotel Durbar,Swayambhu,5,5.5,1827,5025,FALSE,TRUE,FALSE,TRUE,5.82,8,128,0.08,2,6016
H15725,Hotel Royal,Sankhamul,5,7.1,1619,12892,FALSE,TRUE,TRUE,TRUE,7.82,32,46,0.27,3,1610
H15726,Hotel Boutique,Thamel,2,9.5,737,9694,TRUE,TRUE,FALSE,TRUE,7.16,40,510,0.35,2,7140
H15727,Hotel Boutique,Bhaktapur,3,5.7,1479,14877,FALSE,TRUE,TRUE,TRUE,8.18,11,166,0.42,3,4814
H15728,Hotel Everest,Durbar Marg,2,6.4,230,23754,FALSE,TRUE,TRUE,TRUE,5.17,1,329,0.43,3,4277
H15729,Hotel Annapurna,Kirtipur,5,6.5,1654,21588,TRUE,TRUE,TRUE,TRUE,10.87,42,408,0.28,3,11832
H15730,Hotel Sagarmatha,Chabahil,3,5.1,1680,21196,TRUE,TRUE,TRUE,TRUE,3.32,45,298,0.15,3,10132
H15731,Hotel Durbar,Patan,3,5.2,949,10002,FALSE,TRUE,TRUE,TRUE,1.22,59,516,0.29,3,29412
H15732,Hotel Durbar,Patan,5,9.6,352,24638,FALSE,TRUE,TRUE,TRUE,11.74,2,591,0.32,3,23640
H15733,Hotel Heritage,Kalanki,3,7.7,1271,1785,FALSE,TRUE,TRUE,TRUE,7.86,12,93,0.15,3,4650
H15734,Hotel Heritage,Maharajgunj,3,6.5,164,1227,FALSE,TRUE,FALSE,FALSE,7.94,30,392,0.34,1,7840
H15735,Hotel Everest,Kalanki,2,6.8,947,5947,TRUE,TRUE,FALSE,TRUE,9.83,8,322,0.1,2,6762
H15736,Hotel Annapurna,Kalanki,3,8.4,850,8477,FALSE,TRUE,TRUE,TRUE,5.12,39,365,0.15,3,6935
H15737,Hotel Heritage,Koteshwor,5,6.8,1089,18211,FALSE,TRUE,TRUE,TRUE,4.7,40,297,0.47,3,17226
H15738,Hotel Annapurna,Bhaktapur,1,6.1,396,17762,FALSE,TRUE,TRUE,TRUE,11.39,7,431,0.26,3,12499
H15739,Hotel Heritage,Bhaktapur,1,5.5,903,14894,FALSE,TRUE,TRUE,TRUE,4.7,21,480,0.08,3,21600
H15740,Hotel Valley,Kalanki,1,8.5,1942,11217,FALSE,TRUE,TRUE,FALSE,1.03,25,450,0.34,2,26100
H15741,Hotel Durbar,Kirtipur,5,5.9,1743,15720,FALSE,TRUE,TRUE,TRUE,3.76,56,311,0.12,3,10574
H15742,Hotel Heritage,Patan,1,5.3,1348,7256,FALSE,TRUE,TRUE,TRUE,10.5,15,569,0.03,3,21053
H15743,Hotel Royal,Thamel,2,7,47,12556,FALSE,TRUE,TRUE,TRUE,1.23,31,517,0.44,3,21714
H15744,Hotel Everest,Kalanki,5,5.2,1374,12568,TRUE,TRUE,TRUE,TRUE,8.63,34,452,0.22,3,18080
H15745,Hotel Valley,Baneshwor,5,9.6,860,23466,FALSE,TRUE,TRUE,TRUE,3.27,35,262,0.39,3,4716
H15746,Hotel Kathmandu,Maharajgunj,5,8,738,9482,FALSE,TRUE,FALSE,TRUE,8.97,0,134,0.43,2,3484
H15747,Hotel Boutique,Jamal,3,5.7,240,20932,TRUE,TRUE,FALSE,TRUE,6.22,59,495,0.29,2,10395
H15748,Hotel Durbar,Koteshwor,3,5.8,461,8688,FALSE,TRUE,TRUE,FALSE,7.68,6,574,0.06,2,25256
H15749,Hotel Valley,Swayambhu,3,7.7,1375,1059,FALSE,TRUE,TRUE,TRUE,2.99,49,21,0.17,3,840
H15750,Hotel Valley,Kalanki,4,6.7,1486,6431,TRUE,TRUE,TRUE,TRUE,2.1,48,218,0.13,3,6104
H15751,Hotel Everest,Patan,2,8.7,266,20054,TRUE,TRUE,TRUE,TRUE,0.85,39,212,0.31,3,2120
H15752,Hotel Sagarmatha,Durbar Marg,5,7.6,443,15424,FALSE,TRUE,TRUE,TRUE,9.92,41,523,0.21,3,29288
H15753,Hotel Boutique,Maharajgunj,5,7.1,218,4339,FALSE,TRUE,TRUE,TRUE,8.55,47,374,0.21,3,7854
H15754,Hotel Durbar,Koteshwor,3,9.6,1234,20173,FALSE,TRUE,FALSE,TRUE,3.59,10,322,0.33,2,11914
H15755,Hotel Durbar,Koteshwor,5,6.9,146,4654,FALSE,TRUE,TRUE,TRUE,10.06,10,537,0.03,3,28461
H15756,Hotel Himalaya,Boudha,5,6.9,1673,14187,FALSE,TRUE,TRUE,TRUE,10.02,12,483,0.07,3,25599
H15757,Hotel Annapurna,Jamal,1,8.2,574,6548,FALSE,TRUE,TRUE,TRUE,1.74,40,580,0.45,3,12760
H15758,Hotel Kathmandu,Jamal,5,8.9,865,22486,FALSE,TRUE,FALSE,TRUE,8.59,3,47,0.42,2,564
H15759,Hotel Everest,Thamel,4,8,1427,24902,FALSE,TRUE,TRUE,TRUE,3.58,24,173,0.47,3,4152
H15760,Hotel Durbar,Sankhamul,3,8.4,1629,20046,FALSE,TRUE,TRUE,FALSE,5.66,2,498,0.11,2,7470
H15761,Hotel Royal,Kirtipur,2,6.8,730,17585,FALSE,TRUE,TRUE,TRUE,5.22,55,106,0.18,3,3816
H15762,Hotel Valley,Swayambhu,2,7.3,854,8087,TRUE,TRUE,TRUE,TRUE,7.24,9,286,0.06,3,3432
H15763,Hotel Annapurna,Chabahil,1,5.9,1830,14334,TRUE,TRUE,TRUE,TRUE,4.23,4,256,0.32,3,4352
H15764,Hotel Boutique,Maharajgunj,2,8.3,45,9662,FALSE,TRUE,FALSE,TRUE,0.97,11,586,0.39,2,34574
H15765,Hotel Boutique,Teku,2,6.1,1248,8943,FALSE,TRUE,TRUE,TRUE,8.1,33,498,0.31,3,8964
H15766,Hotel Royal,Gongabu,3,5,36,20410,FALSE,TRUE,TRUE,TRUE,11.53,11,583,0.3,3,26818
H15767,Hotel Annapurna,Gongabu,3,9.5,1691,4356,FALSE,TRUE,TRUE,FALSE,8.05,52,221,0.4,2,7072
H15768,Hotel Boutique,Thamel,4,6.5,27,11548,TRUE,TRUE,TRUE,TRUE,6.52,37,211,0.05,3,12449
H15769,Hotel Himalaya,Chabahil,1,5.9,639,4973,FALSE,TRUE,TRUE,FALSE,2.05,14,537,0.37,2,14499
H15770,Hotel Kathmandu,Teku,2,6.3,1170,14020,FALSE,TRUE,TRUE,TRUE,7.54,20,46,0.45,3,1288
H15771,Hotel Durbar,Jamal,4,6.6,588,11775,FALSE,TRUE,TRUE,TRUE,7.37,54,74,0.33,3,1850
H15772,Hotel Everest,Koteshwor,1,7.3,912,5471,TRUE,TRUE,TRUE,TRUE,7.46,3,539,0.35,3,26411
H15773,Hotel Kathmandu,Swayambhu,2,5.3,1859,21621,FALSE,TRUE,TRUE,TRUE,10.72,10,445,0.33,3,7120
H15774,Hotel Royal,Baluwatar,2,5.3,984,4123,TRUE,TRUE,TRUE,TRUE,8.62,57,313,0.41,3,6260
H15775,Hotel Himalaya,Boudha,3,6.4,1063,12333,FALSE,TRUE,TRUE,TRUE,9.42,9,464,0.2,3,22736
H15776,Hotel Heritage,Durbar Marg,5,6.4,1106,19691,FALSE,TRUE,TRUE,TRUE,3.83,6,211,0.43,3,2954
H15777,Hotel Sagarmatha,Jamal,1,5.6,132,7003,FALSE,TRUE,TRUE,TRUE,3.32,8,204,0.14,3,11424
H15778,Hotel Durbar,Bhaktapur,2,6.9,966,4790,FALSE,TRUE,FALSE,TRUE,2.56,17,407,0.07,2,8954
H15779,Hotel Heritage,Jamal,1,6.4,1010,23319,TRUE,TRUE,FALSE,TRUE,9.36,46,39,0.04,2,1599
H15780,Hotel Kathmandu,Swayambhu,4,5.1,996,7521,FALSE,TRUE,TRUE,TRUE,8.41,26,25,0.06,3,1275
H15781,Hotel Sagarmatha,Swayambhu,4,9.3,1261,4110,FALSE,TRUE,TRUE,TRUE,4.17,42,534,0.23,3,14952
H15782,Hotel Valley,Gongabu,5,9.3,347,2601,FALSE,TRUE,TRUE,FALSE,1.78,27,481,0.3,2,4810
H15783,Hotel Kathmandu,Baluwatar,2,6,1000,12788,TRUE,TRUE,TRUE,TRUE,10.18,56,300,0.32,3,5100
H15784,Hotel Annapurna,Jamal,3,5.8,282,21161,FALSE,TRUE,TRUE,TRUE,4.67,31,78,0.29,3,2028
H15785,Hotel Himalaya,Kirtipur,2,7.6,1791,22307,TRUE,TRUE,TRUE,TRUE,2.36,9,185,0.11,3,2590
